Set_pos_x,Set_pos_y,Set_pos_z,Drone_pos_x,Drone_pos_y,Drone_pos_z,Com_shoulder,Com_elbow,Com_wrist_p,Com_wrist_r,Com_gripper,Manip_shoulder,Manip_elbow,Manip_wrist_p,Manip_wrist_r,Manip_gripper
56925456 0,404 1,458 0,503 0,168 1,400 0,531 
56925550 0,404 1,458 0,503 0,168 1,400 0,531 
56925635 0,404 1,458 0,503 0,166 1,401 0,529 
56925731 0,404 1,458 0,503 0,166 1,401 0,529 
56925840 0,404 1,458 0,503 0,166 1,401 0,529 
56925927 0,404 1,458 0,503 0,163 1,402 0,525 
56926033 0,404 1,458 0,503 0,162 1,403 0,523 
56926147 0,404 1,458 0,503 0,162 1,403 0,523 
56926243 0,404 1,458 0,503 0,162 1,403 0,523 
56926329 0,404 1,458 0,503 0,160 1,403 0,520 
56926444 0,404 1,458 0,503 0,159 1,403 0,517 
56926551 0,404 1,458 0,503 0,156 1,403 0,511 
56926646 0,404 1,458 0,503 0,152 1,403 0,497 
56926751 0,404 1,458 0,503 0,150 1,403 0,489 
56926835 0,404 1,458 0,503 0,148 1,398 0,451 
56926949 0,404 1,458 0,503 0,158 1,380 0,398 
56927049 0,404 1,458 0,503 0,160 1,378 0,395 
56927147 0,404 1,458 0,503 0,163 1,376 0,392 
56927228 0,404 1,458 0,503 0,165 1,376 0,392 
56927319 0,404 1,458 0,503 0,165 1,375 0,392 
56927430 0,404 1,458 0,503 0,171 1,378 0,399 
56927537 0,404 1,458 0,503 0,175 1,382 0,412 
56927632 0,404 1,458 0,503 0,176 1,384 0,420 
56927743 0,404 1,458 0,503 0,177 1,384 0,426 
56927831 0,404 1,458 0,503 0,178 1,386 0,436 
56927930 0,404 1,458 0,503 0,179 1,389 0,449 
56928038 0,404 1,458 0,503 0,180 1,393 0,462 
56928136 0,404 1,458 0,503 0,180 1,398 0,475 
56928222 0,404 1,458 0,503 0,180 1,401 0,480 
56928346 0,404 1,458 0,503 0,180 1,409 0,493 
56928444 0,404 1,458 0,503 0,180 1,416 0,502 
56928552 0,404 1,458 0,503 0,180 1,424 0,510 
56928634 0,404 1,458 0,503 0,180 1,427 0,512 
56928757 0,404 1,458 0,503 0,181 1,432 0,515 
56928849 0,404 1,458 0,503 0,182 1,435 0,516 
56928929 0,404 1,458 0,503 0,184 1,435 0,514 
56929029 0,404 1,458 0,503 0,185 1,435 0,512 
56929134 0,404 1,458 0,503 0,188 1,434 0,506 
56929225 0,404 1,458 0,503 0,188 1,434 0,504 
56929330 0,404 1,458 0,503 0,190 1,433 0,496 
56929426 0,404 1,458 0,503 0,191 1,431 0,489 
56929531 0,404 1,458 0,503 0,193 1,430 0,482 
56929633 0,404 1,458 0,503 0,194 1,427 0,469 
56929743 0,404 1,458 0,503 0,195 1,425 0,464 
56929833 0,404 1,458 0,503 0,195 1,425 0,464 
56929947 0,404 1,458 0,503 0,195 1,425 0,464 
56930042 0,404 1,458 0,503 0,195 1,425 0,464 
56930107 0,404 1,458 0,503 0,195 1,425 0,464 
56930253 0,404 1,458 0,503 0,196 1,422 0,457 
56930340 0,404 1,458 0,503 0,197 1,421 0,455 -140 -29 -84 -90 38 
56930447 0,404 1,458 0,503 0,198 1,417 0,446 -140 -29 -84 -90 38 
56930500 0,404 1,458 0,503 0,199 1,416 0,444 -141 -29 -85 -90 38 
56930656 0,404 1,458 0,503 0,201 1,406 0,428 -141 -30 -86 -90 38 
56930712 0,404 1,458 0,503 0,203 1,401 0,423 -141 -29 -85 -90 38 
56930822 0,404 1,458 0,503 0,205 1,397 0,419 -140 -30 -85 -90 38 
56930878 0,404 1,458 0,503 0,207 1,395 0,418 -140 -30 -85 -90 38 
56931038 0,404 1,458 0,503 0,209 1,394 0,416 -140 -30 -84 -90 38 
56931166 0,404 1,458 0,503 0,213 1,402 0,418 -139 -30 -84 -90 38 
56931231 0,404 1,458 0,503 0,211 1,401 0,420 -139 -30 -84 -90 38 
56931315 0,404 1,458 0,503 0,203 1,393 0,425 -139 -30 -84 -90 38 -140.00 -31.00 -82.00 -89.00 25.00
56931421 0,404 1,458 0,503 0,175 1,369 0,432 -139 -30 -84 -90 38 -140.00 -31.00 -83.00 -89.00 25.00
56931531 0,404 1,458 0,503 0,170 1,365 0,433 -138 -30 -83 -90 38 
56931615 0,404 1,458 0,503 0,143 1,350 0,439 -138 -30 -83 -90 38 
56931746 0,404 1,458 0,503 0,143 1,350 0,439 -138 -30 -82 -90 38 
56931836 0,404 1,458 0,503 0,143 1,350 0,439 -138 -30 -82 -90 38 
56931924 0,404 1,458 0,503 0,143 1,350 0,439 -138 -29 -82 -90 38 
56932046 0,404 1,458 0,503 0,143 1,350 0,439 -138 -29 -82 -90 38 
56932152 0,404 1,458 0,503 0,143 1,350 0,439 -138 -29 -82 -90 38 
56932285 0,404 1,458 0,503 0,134 1,346 0,441 -138 -29 -82 -90 38 -140.00 -31.00 -83.00 -89.00 25.00
56932331 0,404 1,458 0,503 0,118 1,339 0,445 -138 -29 -82 -90 38 
56932430 0,404 1,458 0,503 0,097 1,332 0,451 -138 -29 -83 -90 38 
56932538 0,404 1,458 0,503 0,072 1,326 0,458 -138 -30 -83 -90 38 
56932635 0,404 1,458 0,503 0,062 1,324 0,461 -138 -30 -83 -90 38 -138.00 -31.00 -82.00 -89.00 25.00
56932747 0,407 1,458 0,503 0,025 1,319 0,474 -137 -30 -82 -90 38 -137.00 -31.00 -81.00 -89.00 25.00
56932869 0,413 1,458 0,504 0,016 1,318 0,478 -137 -30 -82 -90 38 
56932922 0,417 1,459 0,504 -0,047 1,320 0,511 -136 -31 -82 -90 38 -137.00 -31.00 -80.00 -89.00 25.00
56933016 0,423 1,459 0,504 -0,051 1,321 0,514 -136 -31 -82 -90 38 
56933149 0,431 1,459 0,504 -0,067 1,324 0,528 -136 -31 -82 -90 38 
56933232 0,437 1,459 0,504 -0,071 1,326 0,533 -135 -31 -81 -90 38 -137.00 -31.00 -80.00 -89.00 25.00
56933337 0,444 1,459 0,504 -0,075 1,328 0,539 -135 -31 -81 -90 38 
56933435 0,450 1,459 0,504 -0,076 1,331 0,545 -135 -31 -81 -90 38 
56933531 0,456 1,459 0,504 -0,075 1,333 0,550 -135 -31 -81 -90 38 
56933631 0,463 1,460 0,504 -0,073 1,335 0,552 -135 -31 -81 -90 38 
56933739 0,472 1,460 0,504 -0,071 1,336 0,552 -135 -31 -81 -90 38 
56933830 0,477 1,460 0,504 -0,071 1,336 0,552 -135 -31 -81 -90 38 
56933930 0,483 1,460 0,505 -0,055 1,342 0,549 -135 -31 -82 -90 38 
56934031 0,490 1,460 0,505 -0,047 1,344 0,546 -136 -31 -82 -90 38 
56934166 0,497 1,460 0,505 -0,034 1,348 0,541 -136 -31 -82 -90 38 
56934224 0,501 1,460 0,505 0,011 1,357 0,515 -136 -31 -82 -90 38 
56934331 0,507 1,460 0,505 0,044 1,363 0,499 -136 -31 -82 -90 38 -135.00 -32.00 -80.00 -89.00 25.00
56934463 0,514 1,461 0,505 0,072 1,369 0,488 -136 -31 -82 -90 38 
56934522 0,517 1,461 0,505 0,088 1,374 0,482 -136 -31 -82 -90 38 
56934650 0,525 1,461 0,505 0,112 1,380 0,474 -136 -31 -82 -90 38 
56934749 0,531 1,461 0,505 0,136 1,386 0,469 -136 -31 -82 -90 38 
56934851 0,536 1,461 0,505 0,146 1,388 0,467 -136 -31 -81 -90 38 
56934930 0,541 1,461 0,505 0,174 1,395 0,463 -135 -31 -81 -90 38 
56935027 0,546 1,461 0,505 0,191 1,399 0,461 -135 -31 -81 -90 38 
56935119 0,551 1,461 0,505 0,211 1,404 0,460 -135 -31 -81 -90 38 -135.00 -32.00 -80.00 -89.00 25.00
56935257 0,559 1,462 0,506 0,249 1,412 0,460 -135 -31 -81 -90 38 -136.00 -32.00 -80.00 -89.00 25.00
56935360 0,559 1,462 0,506 0,290 1,419 0,462 -134 -31 -80 -90 38 -136.00 -32.00 -80.00 -89.00 25.00
56935423 0,559 1,462 0,506 0,308 1,422 0,464 -134 -31 -80 -90 38 
56935531 0,559 1,462 0,506 0,356 1,427 0,471 -134 -31 -80 -90 38 -136.00 -32.00 -80.00 -89.00 25.00
56935627 0,559 1,462 0,506 0,375 1,427 0,474 -134 -31 -81 -90 38 
56935763 0,559 1,462 0,506 0,427 1,424 0,482 -135 -31 -81 -90 38 
56935856 0,559 1,462 0,506 0,458 1,420 0,487 -135 -31 -81 -90 38 -136.00 -32.00 -80.00 -89.00 25.00
56935947 0,559 1,462 0,506 0,458 1,420 0,487 -135 -31 -81 -90 38 
56936045 0,559 1,462 0,506 0,487 1,414 0,491 -135 -31 -82 -90 38 -135.00 -32.00 -80.00 -89.00 25.00
56936147 0,559 1,462 0,506 0,514 1,409 0,495 -135 -31 -82 -90 38 -134.00 -32.00 -78.00 -89.00 25.00
56936233 0,559 1,462 0,506 0,519 1,408 0,496 -135 -31 -82 -90 38 
56936332 0,561 1,462 0,506 0,537 1,405 0,499 -135 -31 -82 -90 38 
56936467 0,568 1,462 0,506 0,552 1,406 0,503 -136 -31 -82 -90 38 
56936530 0,571 1,462 0,506 0,556 1,408 0,504 -136 -31 -82 -90 38 
56936624 0,576 1,462 0,506 0,558 1,409 0,506 -136 -31 -82 -90 38 
56936759 0,583 1,462 0,506 0,558 1,416 0,509 -136 -31 -82 -90 38 
56936849 0,588 1,462 0,506 0,557 1,418 0,510 -136 -31 -83 -90 38 
56936939 0,592 1,462 0,506 0,554 1,422 0,512 -137 -31 -83 -90 38 
56937045 0,598 1,462 0,506 0,549 1,425 0,514 -136 -32 -83 -90 38 -134.00 -32.00 -78.00 -89.00 25.00
56937149 0,604 1,462 0,506 0,544 1,428 0,516 -136 -32 -83 -90 38 
56937231 0,609 1,463 0,506 0,540 1,431 0,518 -136 -32 -83 -90 38 
56937349 0,616 1,463 0,506 0,538 1,432 0,519 -136 -32 -83 -90 38 
56937455 0,621 1,463 0,506 0,530 1,435 0,521 -135 -32 -82 -90 38 
56937563 0,628 1,463 0,507 0,525 1,437 0,523 -135 -32 -82 -90 38 
56937621 0,631 1,463 0,507 0,521 1,437 0,525 -135 -32 -82 -90 38 
56937725 0,637 1,463 0,507 0,516 1,438 0,527 -134 -32 -81 -90 38 
56937826 0,643 1,463 0,507 0,512 1,437 0,529 -134 -32 -81 -90 38 
56937963 0,650 1,463 0,507 0,501 1,428 0,536 -134 -32 -81 -90 38 -136.00 -33.00 -80.00 -89.00 25.00
56938023 0,654 1,464 0,507 0,501 1,425 0,536 -134 -32 -81 -90 38 -136.00 -33.00 -80.00 -89.00 25.00
56938128 0,659 1,458 0,507 0,502 1,419 0,536 -133 -32 -81 -90 38 
56938264 0,665 1,452 0,507 0,506 1,414 0,537 -133 -33 -81 -90 38 -135.00 -33.00 -80.00 -89.00 25.00
56938355 0,671 1,445 0,507 0,510 1,411 0,537 -133 -33 -81 -90 38 
56938458 0,676 1,439 0,507 0,514 1,410 0,537 -133 -33 -80 -90 38 
56938557 0,682 1,433 0,507 0,520 1,410 0,537 -132 -33 -80 -90 38 
56938613 0,684 1,430 0,507 0,520 1,410 0,537 -132 -33 -80 -90 38 -135.00 -33.00 -80.00 -89.00 25.00
56938720 0,687 1,423 0,507 0,528 1,410 0,538 -132 -33 -80 -90 38 
56938834 0,688 1,416 0,507 0,541 1,412 0,538 -131 -33 -79 -90 38 -134.00 -33.00 -80.00 -89.00 25.00
56938966 0,688 1,408 0,507 0,548 1,414 0,538 -131 -34 -79 -90 38 
56939023 0,688 1,404 0,507 0,555 1,416 0,539 -130 -34 -78 -90 38 
56939132 0,688 1,397 0,506 0,564 1,418 0,540 -129 -34 -78 -90 38 
56939240 0,688 1,390 0,506 0,577 1,419 0,540 -129 -34 -78 -90 38 
56939349 0,688 1,383 0,506 0,597 1,419 0,539 -129 -34 -78 -90 38 
56939450 0,688 1,377 0,506 0,611 1,418 0,538 -128 -34 -78 -90 38 
56939516 0,688 1,372 0,506 0,616 1,417 0,537 -128 -34 -77 -90 38 -132.00 -34.00 -79.00 -89.00 25.00
56939631 0,689 1,363 0,506 0,629 1,416 0,536 -128 -34 -77 -90 38 
56939758 0,689 1,356 0,506 0,629 1,416 0,536 -127 -34 -77 -90 38 
56939862 0,689 1,349 0,506 0,632 1,416 0,535 -127 -34 -77 -90 38 -131.00 -34.00 -78.00 -89.00 25.00
56939961 0,689 1,343 0,506 0,656 1,412 0,527 -127 -34 -77 -90 38 -131.00 -34.00 -78.00 -89.00 25.00
56939999 0,689 1,340 0,506 0,656 1,412 0,527 -127 -34 -77 -90 38 
56940164 0,689 1,330 0,506 0,669 1,409 0,521 -128 -34 -77 -90 38 -130.00 -34.00 -78.00 -89.00 25.00
56940216 0,689 1,327 0,506 0,674 1,409 0,519 -128 -34 -77 -90 38 
56940363 0,690 1,317 0,505 0,681 1,405 0,512 -128 -34 -77 -90 38 -128.00 -35.00 -76.00 -89.00 25.00
56940415 0,690 1,315 0,505 0,680 1,403 0,510 -127 -34 -77 -90 38 
56940562 0,690 1,305 0,505 0,679 1,401 0,508 -127 -34 -77 -90 38 
56940662 0,690 1,299 0,505 0,674 1,397 0,506 -127 -35 -77 -90 38 
56940748 0,690 1,294 0,505 0,672 1,396 0,506 -127 -35 -77 -90 38 -127.00 -36.00 -76.00 -89.00 25.00
56940851 0,690 1,287 0,505 0,667 1,393 0,506 -127 -35 -77 -90 38 
56940933 0,690 1,281 0,505 0,667 1,393 0,506 -127 -35 -77 -90 38 
56941016 0,691 1,276 0,505 0,664 1,391 0,507 -127 -35 -77 -90 38 
56941125 0,691 1,270 0,505 0,658 1,388 0,509 -127 -35 -77 -90 38 
56941233 0,691 1,263 0,505 0,655 1,386 0,511 -127 -35 -77 -90 38 -127.00 -36.00 -75.00 -89.00 25.00
56941346 0,691 1,258 0,505 0,650 1,384 0,513 -127 -35 -77 -90 38 
56941461 0,691 1,258 0,505 0,644 1,381 0,517 -126 -35 -77 -90 38 
56941523 0,691 1,258 0,505 0,637 1,377 0,525 -126 -36 -76 -90 38 
56941639 0,691 1,258 0,505 0,636 1,376 0,527 -126 -36 -76 -90 38 
56941722 0,691 1,258 0,505 0,634 1,375 0,530 -125 -36 -76 -90 38 
56941830 0,691 1,258 0,505 0,633 1,371 0,546 -125 -36 -76 -90 38 
56941946 0,691 1,258 0,505 0,638 1,367 0,550 -125 -36 -76 -90 38 
56942051 0,691 1,258 0,505 0,644 1,363 0,551 -125 -36 -76 -90 38 -126.00 -36.00 -75.00 -89.00 25.00
56942156 0,691 1,258 0,505 0,648 1,359 0,551 -125 -36 -76 -90 38 -126.00 -36.00 -75.00 -89.00 25.00
56942236 0,691 1,258 0,505 0,652 1,356 0,551 -125 -36 -76 -90 38 
56942336 0,691 1,258 0,505 0,655 1,354 0,550 -126 -36 -76 -90 38 
56942435 0,691 1,258 0,505 0,659 1,351 0,549 -126 -35 -76 -90 38 
56942511 0,691 1,258 0,505 0,662 1,348 0,548 -126 -35 -77 -90 38 
56942635 0,691 1,258 0,505 0,669 1,341 0,546 -126 -35 -77 -90 38 
56942745 0,691 1,258 0,505 0,673 1,336 0,544 -127 -35 -77 -90 38 
56942830 0,693 1,258 0,505 0,681 1,328 0,540 -127 -35 -77 -90 38 
56942930 0,701 1,259 0,505 0,691 1,318 0,535 -127 -35 -77 -90 38 
56943039 0,706 1,259 0,505 0,702 1,307 0,529 -127 -35 -77 -90 38 
56943146 0,711 1,259 0,505 0,718 1,291 0,514 -127 -35 -77 -90 38 -126.00 -36.00 -75.00 -89.00 25.00
56943282 0,716 1,259 0,505 0,720 1,289 0,512 -127 -35 -77 -90 38 -126.00 -36.00 -75.00 -89.00 25.00
56943345 0,721 1,259 0,505 0,731 1,278 0,502 -127 -35 -77 -90 38 
56943462 0,721 1,259 0,505 0,744 1,265 0,490 -127 -35 -77 -90 38 
56943517 0,721 1,259 0,505 0,750 1,260 0,485 -127 -35 -77 -90 38 
56943641 0,721 1,259 0,505 0,757 1,252 0,478 -127 -35 -77 -90 38 
56943733 0,721 1,259 0,505 0,762 1,244 0,472 -126 -36 -77 -90 38 
56943834 0,721 1,259 0,505 0,767 1,238 0,465 -126 -36 -77 -90 38 
56943935 0,721 1,259 0,505 0,771 1,234 0,460 -126 -36 -76 -90 38 
56944036 0,721 1,259 0,505 0,774 1,231 0,455 -125 -36 -76 -90 38 
56944130 0,721 1,259 0,505 0,775 1,230 0,453 -125 -36 -76 -90 38 -126.00 -36.00 -75.00 -89.00 25.00
56944266 0,721 1,255 0,505 0,781 1,226 0,444 -125 -36 -76 -90 38 
56944331 0,721 1,252 0,505 0,784 1,227 0,441 -124 -36 -76 -90 38 -126.00 -37.00 -75.00 -89.00 25.00
56944445 0,721 1,245 0,505 0,786 1,228 0,440 -124 -36 -76 -90 38 
56944549 0,721 1,240 0,505 0,786 1,228 0,441 -124 -37 -76 -90 38 
56944649 0,721 1,233 0,505 0,785 1,230 0,445 -124 -36 -76 -90 38 
56944747 0,721 1,227 0,505 0,782 1,232 0,452 -125 -36 -76 -90 38 -124.00 -38.00 -74.00 -89.00 25.00
56944847 0,721 1,221 0,505 0,779 1,234 0,459 -125 -36 -76 -90 38 -124.00 -38.00 -74.00 -89.00 25.00
56944925 0,722 1,215 0,505 0,776 1,235 0,464 -125 -36 -76 -90 38 
56945029 0,722 1,209 0,505 0,776 1,235 0,464 -125 -36 -77 -90 38 
56945115 0,722 1,204 0,504 0,770 1,237 0,473 -125 -36 -77 -90 38 -124.00 -38.00 -74.00 -89.00 25.00
56945229 0,722 1,197 0,504 0,761 1,240 0,485 -126 -36 -76 -90 38 
56945339 0,722 1,190 0,504 0,752 1,243 0,500 -126 -36 -77 -90 38 -125.00 -38.00 -74.00 -89.00 25.00
56945446 0,722 1,183 0,504 0,743 1,246 0,514 -125 -36 -77 -90 38 
56945519 0,722 1,178 0,504 0,738 1,247 0,521 -125 -36 -76 -90 38 
56945646 0,722 1,171 0,504 0,734 1,248 0,528 -125 -36 -76 -90 38 -125.00 -38.00 -74.00 -89.00 25.00
56945713 0,723 1,168 0,504 0,725 1,248 0,541 -125 -36 -76 -90 38 -126.00 -38.00 -74.00 -89.00 25.00
56945823 0,723 1,160 0,504 0,717 1,245 0,553 -125 -36 -76 -90 38 -125.00 -38.00 -74.00 -89.00 25.00
56945949 0,723 1,152 0,504 0,712 1,242 0,561 -125 -36 -76 -90 38 
56946037 0,723 1,149 0,504 0,709 1,240 0,565 -125 -37 -76 -90 38 
56946146 0,723 1,139 0,504 0,703 1,235 0,570 -125 -37 -76 -90 38 
56946247 0,723 1,133 0,504 0,698 1,230 0,573 -125 -37 -76 -90 38 
56946349 0,723 1,126 0,503 0,693 1,226 0,574 -124 -37 -76 -90 38 
56946446 0,724 1,120 0,503 0,688 1,220 0,572 -124 -37 -76 -90 38 
56946534 0,724 1,116 0,503 0,686 1,218 0,571 -124 -37 -76 -90 38 -125.00 -38.00 -74.00 -89.00 25.00
56946630 0,724 1,107 0,503 0,680 1,207 0,562 -124 -37 -76 -90 38 
56946718 0,724 1,101 0,503 0,680 1,207 0,562 -124 -37 -77 -90 38 
56946849 0,724 1,094 0,503 0,675 1,197 0,552 -124 -37 -76 -90 38 
56946934 0,724 1,087 0,503 0,673 1,194 0,547 -124 -37 -76 -90 38 
56947038 0,724 1,081 0,503 0,671 1,189 0,540 -124 -37 -76 -90 38 
56947130 0,724 1,076 0,503 0,668 1,180 0,524 -124 -37 -76 -90 38 -124.00 -38.00 -74.00 -89.00 25.00
56947250 0,725 1,068 0,503 0,666 1,165 0,499 -124 -37 -77 -90 38 
56947361 0,725 1,061 0,503 0,665 1,152 0,478 -124 -38 -77 -90 38 
56947465 0,725 1,055 0,503 0,666 1,148 0,470 -124 -38 -77 -90 38 -124.00 -38.00 -74.00 -89.00 25.00
56947562 0,725 1,050 0,502 0,668 1,142 0,459 -124 -38 -77 -90 38 
56947618 0,725 1,047 0,502 0,669 1,139 0,453 -124 -39 -78 -90 38 
56947723 0,725 1,047 0,502 0,675 1,132 0,440 -125 -39 -78 -90 38 
56947850 0,725 1,047 0,502 0,678 1,129 0,435 -125 -39 -79 -90 38 -124.00 -38.00 -74.00 -89.00 25.00
56947928 0,725 1,047 0,502 0,681 1,128 0,432 -125 -39 -80 -90 38 -124.00 -39.00 -74.00 -89.00 25.00
56948028 0,725 1,047 0,502 0,686 1,124 0,426 -125 -39 -80 -90 38 
56948123 0,725 1,047 0,502 0,690 1,121 0,423 -125 -40 -80 -90 38 -124.00 -40.00 -75.00 -89.00 25.00
56948239 0,725 1,047 0,502 0,700 1,113 0,416 -125 -40 -80 -90 38 
56948342 0,725 1,047 0,502 0,706 1,108 0,414 -125 -40 -80 -90 38 -125.00 -40.00 -77.00 -89.00 25.00
56948450 0,725 1,047 0,502 0,717 1,098 0,414 -124 -40 -79 -90 38 
56948551 0,725 1,047 0,502 0,722 1,093 0,416 -124 -40 -79 -90 38 
56948633 0,725 1,047 0,502 0,722 1,093 0,416 -124 -40 -79 -90 38 
56948748 0,725 1,047 0,502 0,731 1,086 0,423 -124 -40 -79 -90 38 
56948858 0,725 1,047 0,502 0,736 1,084 0,431 -124 -40 -79 -90 38 
