Set_pos_x,Set_pos_y,Set_pos_z,Drone_pos_x,Drone_pos_y,Drone_pos_z,Com_shoulder,Com_elbow,Com_wrist_p,Com_wrist_r,Com_gripper,Manip_shoulder,Manip_elbow,Manip_wrist_p,Manip_wrist_r,Manip_gripper
57400720 0,317 1,519 0,564 0,360 1,477 0,573 -123 -31 -69 -90 38 
57400840 0,323 1,520 0,563 0,385 1,474 0,580 -123 -31 -69 -90 38 -123.00 -31.00 -65.00 -89.00 25.00
57400931 0,327 1,520 0,563 0,400 1,471 0,585 -123 -31 -70 -90 38 
57401044 0,332 1,520 0,563 0,406 1,470 0,587 -123 -31 -70 -90 38 
57401121 0,336 1,520 0,563 0,410 1,470 0,589 -123 -31 -70 -90 38 
57401216 0,340 1,520 0,563 0,428 1,467 0,600 -123 -31 -69 -90 38 -123.00 -32.00 -66.00 -89.00 25.00
57401276 0,343 1,520 0,563 0,431 1,466 0,603 -123 -31 -69 -90 38 
57401415 0,349 1,518 0,563 0,434 1,466 0,608 -123 -31 -69 -90 38 
57401465 0,352 1,516 0,563 0,434 1,467 0,611 -123 -31 -70 -90 38 -123.00 -32.00 -66.00 -89.00 25.00
57401621 0,359 1,509 0,563 0,429 1,470 0,616 -123 -31 -69 -90 38 
57401742 0,365 1,503 0,563 0,423 1,475 0,618 -123 -31 -70 -90 38 
57401848 0,370 1,498 0,563 0,418 1,478 0,618 -123 -33 -71 -90 38 -123.00 -32.00 -67.00 -89.00 25.00
57401923 0,374 1,495 0,562 0,415 1,479 0,619 -123 -36 -74 -90 38 
57401973 0,376 1,493 0,562 0,411 1,482 0,619 -123 -39 -76 -90 38 -123.00 -32.00 -67.00 -89.00 25.00
57402135 0,383 1,485 0,562 0,395 1,492 0,618 -122 -36 -74 -90 38 -123.00 -32.00 -67.00 -89.00 25.00
57402240 0,388 1,480 0,562 0,386 1,499 0,616 -122 -34 -72 -90 38 -123.00 -33.00 -68.00 -89.00 25.00
57402365 0,394 1,474 0,562 0,382 1,503 0,615 -122 -34 -72 -90 38 
57402438 0,398 1,471 0,562 0,376 1,505 0,612 -121 -34 -60 -90 38 
57402550 0,402 1,467 0,562 0,376 1,505 0,612 -121 -34 -60 -90 38 -123.00 -40.00 -74.00 -89.00 25.00
57402609 0,406 1,464 0,562 0,365 1,510 0,605 -122 -34 -61 -90 38 -123.00 -40.00 -74.00 -89.00 25.00
57402750 0,413 1,457 0,562 0,359 1,510 0,598 -122 -34 -60 -90 38 
57402870 0,419 1,452 0,562 0,356 1,507 0,593 -122 -33 -60 -90 38 
57402924 0,421 1,450 0,562 0,357 1,507 0,590 -122 -33 -60 -90 38 -121.00 -37.00 -61.00 -88.00 25.00
57403075 0,428 1,443 0,562 0,358 1,503 0,581 -122 -33 -60 -90 38 
57403161 0,432 1,439 0,561 0,360 1,498 0,576 -122 -33 -61 -90 38 -121.00 -37.00 -57.00 -89.00 25.00
57403270 0,438 1,434 0,561 0,365 1,490 0,567 -122 -33 -61 -90 38 -121.00 -37.00 -58.00 -89.00 25.00
57403374 0,444 1,429 0,561 0,370 1,482 0,561 -123 -33 -61 -90 38 -122.00 -37.00 -58.00 -89.00 25.00
57403448 0,447 1,426 0,561 0,372 1,480 0,559 -122 -33 -61 -90 38 
57403551 0,451 1,426 0,561 0,372 1,480 0,559 -122 -33 -61 -90 38 
57403648 0,457 1,426 0,561 0,381 1,470 0,551 -122 -33 -60 -90 38 
57403782 0,464 1,420 0,561 0,390 1,462 0,545 -123 -33 -61 -90 38 -122.00 -36.00 -58.00 -89.00 25.00
57403832 0,466 1,421 0,561 0,393 1,459 0,543 -123 -33 -61 -90 38 -122.00 -37.00 -58.00 -89.00 25.00
57403965 0,473 1,421 0,561 0,406 1,449 0,535 -123 -33 -61 -90 38 
57404116 0,480 1,421 0,561 0,419 1,441 0,529 -123 -33 -61 -90 38 -122.00 -37.00 -58.00 -89.00 25.00
57404171 0,483 1,421 0,561 0,426 1,437 0,525 -123 -33 -61 -90 38 
57404266 0,488 1,421 0,560 0,450 1,428 0,511 -123 -33 -61 -90 38 
57404321 0,491 1,422 0,560 0,463 1,425 0,504 -123 -32 -61 -90 38 
57404451 0,498 1,422 0,560 0,485 1,421 0,493 -123 -33 -61 -90 38 
57404530 0,500 1,420 0,560 0,485 1,421 0,493 -124 -33 -62 -90 38 -122.00 -37.00 -58.00 -89.00 25.00
57404657 0,509 1,413 0,560 0,505 1,417 0,485 -124 -33 -62 -90 38 
57404769 0,514 1,408 0,560 0,519 1,412 0,480 -124 -33 -62 -90 38 
57404868 0,518 1,404 0,560 0,531 1,411 0,478 -124 -34 -62 -90 38 -122.00 -34.00 -58.00 -89.00 25.00
57404974 0,524 1,398 0,560 0,540 1,411 0,477 -124 -33 -62 -90 38 
57405053 0,526 1,396 0,560 0,548 1,412 0,477 -124 -34 -63 -90 38 -123.00 -34.00 -58.00 -89.00 25.00
57405170 0,533 1,389 0,560 0,553 1,414 0,479 -124 -34 -63 -90 38 
57405281 0,538 1,384 0,560 0,565 1,416 0,484 -124 -34 -63 -90 38 -123.00 -34.00 -59.00 -89.00 25.00
57405371 0,542 1,380 0,559 0,570 1,418 0,487 -125 -34 -63 -90 38 
57405489 0,548 1,374 0,559 0,582 1,421 0,496 -124 -34 -63 -90 38 
57405542 0,550 1,372 0,559 0,583 1,421 0,498 -124 -34 -63 -90 38 -124.00 -35.00 -59.00 -90.00 25.00
57405693 0,557 1,364 0,559 0,593 1,424 0,511 -124 -34 -63 -90 38 
57405823 0,564 1,358 0,559 0,601 1,425 0,525 -123 -34 -63 -90 38 
57405881 0,566 1,355 0,559 0,607 1,425 0,538 -123 -35 -63 -90 38 
57405995 0,573 1,348 0,559 0,611 1,425 0,547 -123 -35 -63 -90 38 
57406042 0,573 1,347 0,559 0,616 1,425 0,560 -122 -35 -62 -90 38 
57406209 0,573 1,338 0,559 0,622 1,424 0,579 -122 -35 -62 -90 38 
57406308 0,573 1,333 0,559 0,625 1,423 0,589 -122 -35 -62 -90 38 
57406382 0,573 1,328 0,559 0,626 1,422 0,593 -122 -35 -62 -90 38 -123.00 -35.00 -60.00 -89.00 25.00
57406530 0,574 1,319 0,559 0,631 1,421 0,617 -122 -35 -62 -90 38 
57406582 0,574 1,316 0,559 0,633 1,421 0,625 -122 -35 -62 -90 38 -123.00 -36.00 -60.00 -89.00 25.00
57406674 0,574 1,311 0,559 0,634 1,421 0,630 -122 -35 -62 -90 38 
57406824 0,575 1,302 0,559 0,633 1,418 0,659 -121 -35 -61 -90 38 
57406914 0,575 1,296 0,559 0,632 1,416 0,665 -121 -35 -61 -90 38 
57407019 0,575 1,289 0,559 0,632 1,416 0,667 -121 -35 -61 -90 38 
57407071 0,575 1,287 0,559 0,629 1,414 0,674 -121 -35 -61 -90 38 
57407223 0,575 1,277 0,559 0,626 1,412 0,679 -121 -35 -61 -90 38 
57407305 0,576 1,273 0,559 0,624 1,409 0,681 -121 -35 -61 -90 38 
57407394 0,576 1,268 0,559 0,620 1,407 0,683 -121 -35 -61 -90 38 
57407542 0,576 1,259 0,559 0,611 1,399 0,683 -121 -36 -62 -90 38 
57407627 0,576 1,254 0,559 0,606 1,395 0,682 -121 -35 -61 -90 38 
57407720 0,577 1,248 0,559 0,597 1,388 0,679 -121 -35 -62 -90 38 
57407832 0,577 1,242 0,559 0,582 1,375 0,672 -121 -35 -61 -90 38 
57407890 0,577 1,239 0,559 0,576 1,368 0,668 -121 -35 -62 -90 38 -121.00 -36.00 -59.00 -89.00 25.00
57408015 0,577 1,230 0,559 0,564 1,355 0,660 -121 -36 -62 -90 38 -121.00 -37.00 -59.00 -89.00 25.00
57408134 0,578 1,223 0,559 0,555 1,347 0,653 -121 -35 -61 -90 38 -121.00 -37.00 -59.00 -89.00 25.00
57408234 0,578 1,217 0,559 0,547 1,338 0,646 -121 -36 -61 -90 38 -121.00 -37.00 -59.00 -89.00 25.00
57408369 0,578 1,211 0,559 0,538 1,326 0,637 -121 -36 -61 -90 38 
57408438 0,578 1,208 0,559 0,531 1,314 0,628 -121 -36 -61 -90 38 -121.00 -37.00 -59.00 -89.00 25.00
57408550 0,578 1,202 0,559 0,528 1,308 0,624 -121 -35 -61 -90 38 -121.00 -37.00 -59.00 -89.00 25.00
57408608 0,579 1,198 0,559 0,524 1,300 0,617 -121 -36 -62 -90 38 
57408783 0,579 1,189 0,559 0,523 1,287 0,608 -121 -36 -61 -90 38 
57408837 0,579 1,184 0,559 0,525 1,277 0,601 -121 -36 -61 -90 38 -121.00 -37.00 -59.00 -89.00 25.00
57408955 0,579 1,176 0,559 0,531 1,269 0,593 -121 -35 -61 -90 38 
57409085 0,580 1,169 0,559 0,535 1,265 0,588 -121 -36 -61 -90 38 -121.00 -37.00 -59.00 -89.00 25.00
57409164 0,580 1,164 0,559 0,541 1,262 0,583 -120 -35 -61 -90 38 
57409281 0,580 1,159 0,559 0,545 1,261 0,579 -120 -36 -61 -90 38 
57409333 0,580 1,154 0,559 0,554 1,257 0,573 -120 -36 -61 -90 38 -121.00 -37.00 -59.00 -89.00 25.00
57409465 0,581 1,146 0,559 0,558 1,256 0,571 -120 -35 -61 -90 38 -121.00 -37.00 -59.00 -89.00 25.00
57409515 0,581 1,143 0,559 0,558 1,256 0,571 -120 -36 -60 -90 38 -120.00 -37.00 -59.00 -89.00 25.00
57409655 0,581 1,134 0,559 0,570 1,248 0,564 -120 -36 -60 -90 38 -120.00 -37.00 -59.00 -89.00 25.00
57409772 0,581 1,128 0,559 0,577 1,242 0,559 -120 -36 -61 -90 38 
57409822 0,581 1,125 0,559 0,580 1,238 0,557 -120 -36 -61 -90 38 -120.00 -37.00 -59.00 -89.00 25.00
57409958 0,582 1,117 0,559 0,584 1,229 0,553 -120 -36 -61 -90 38 -120.00 -37.00 -59.00 -89.00 25.00
57410082 0,582 1,109 0,559 0,586 1,222 0,551 -120 -36 -61 -90 38 
57410168 0,582 1,104 0,559 0,587 1,220 0,551 -120 -36 -61 -90 38 
57410314 0,583 1,098 0,560 0,589 1,206 0,546 -120 -36 -61 -90 38 
57410368 0,583 1,093 0,560 0,589 1,201 0,545 -120 -37 -61 -90 38 
57410463 0,583 1,087 0,560 0,588 1,193 0,543 -120 -37 -61 -90 38 
57410567 0,583 1,081 0,560 0,588 1,187 0,541 -119 -37 -61 -90 38 -120.00 -37.00 -59.00 -89.00 25.00
57410666 0,583 1,075 0,560 0,587 1,178 0,538 -119 -37 -61 -90 38 
57410777 0,584 1,067 0,560 0,585 1,168 0,535 -119 -37 -61 -90 38 -120.00 -37.00 -59.00 -89.00 25.00
57410886 0,584 1,061 0,560 0,584 1,155 0,530 -118 -37 -61 -90 38 
57410972 0,584 1,056 0,560 0,583 1,145 0,527 -118 -38 -61 -90 38 
57411066 0,584 1,051 0,560 0,581 1,134 0,523 -118 -38 -61 -90 38 
57411168 0,585 1,044 0,560 0,581 1,128 0,521 -118 -38 -61 -90 38 
57411282 0,585 1,039 0,560 0,580 1,117 0,517 -118 -38 -61 -90 38 
57411337 0,585 1,035 0,560 0,580 1,111 0,515 -118 -38 -61 -90 38 
57411472 0,585 1,026 0,560 0,581 1,098 0,510 -118 -38 -61 -90 38 
57411587 0,586 1,019 0,560 0,581 1,092 0,508 -118 -38 -61 -90 38 
57411690 0,586 1,013 0,560 0,582 1,087 0,507 -118 -38 -61 -90 38 
57411782 0,586 1,008 0,560 0,584 1,083 0,506 -118 -39 -62 -90 38 
57411856 0,586 1,003 0,560 0,586 1,080 0,506 -118 -39 -62 -90 38 
57411993 0,587 0,995 0,560 0,590 1,075 0,507 -118 -37 -60 -90 38 
57412038 0,587 0,992 0,560 0,590 1,075 0,507 -118 -38 -60 -90 38 
57412171 0,587 0,985 0,560 0,596 1,068 0,511 -118 -38 -61 -90 38 
57412293 0,587 0,978 0,560 0,599 1,065 0,513 -118 -38 -60 -90 38 -118.00 -39.00 -59.00 -89.00 25.00
57412372 0,587 0,975 0,560 0,602 1,062 0,516 -118 -38 -60 -90 38 -118.00 -40.00 -58.00 -89.00 25.00
57412430 0,588 0,970 0,560 0,605 1,058 0,520 -118 -38 -61 -90 38 -118.00 -40.00 -58.00 -89.00 25.00
57412556 0,588 0,963 0,560 0,609 1,053 0,527 -117 -38 -60 -90 38 -117.00 -40.00 -58.00 -89.00 25.00
57412688 0,588 0,955 0,560 0,613 1,049 0,533 -117 -38 -61 -90 38 
57412780 0,588 0,950 0,560 0,616 1,046 0,541 -117 -38 -61 -90 38 
57412881 0,588 0,946 0,560 0,618 1,044 0,545 -117 -38 -61 -90 38 
57412960 0,589 0,940 0,560 0,618 1,043 0,547 -117 -38 -61 -90 38 
57413095 0,589 0,934 0,560 0,620 1,036 0,560 -117 -38 -61 -90 38 
57413149 0,589 0,932 0,560 0,620 1,033 0,564 -118 -38 -61 -90 38 
57413296 0,589 0,924 0,553 0,620 1,027 0,572 -118 -38 -61 -90 38 
57413373 0,589 0,920 0,549 0,620 1,025 0,575 -118 -38 -61 -90 38 
57413491 0,589 0,914 0,543 0,618 1,018 0,582 -119 -38 -62 -90 38 
57413597 0,589 0,909 0,538 0,618 1,017 0,584 -119 -38 -62 -90 38 
57413651 0,590 0,906 0,535 0,617 1,011 0,590 -119 -38 -62 -90 38 -117.00 -40.00 -58.00 -89.00 25.00
57413782 0,590 0,899 0,527 0,620 1,002 0,596 -119 -38 -62 -90 38 
57413896 0,590 0,893 0,521 0,620 1,002 0,596 -119 -38 -62 -90 38 
57413972 0,590 0,891 0,519 0,622 0,997 0,598 -119 -37 -62 -90 38 
57414099 0,590 0,883 0,510 0,630 0,982 0,600 -120 -37 -62 -90 38 
57414159 0,590 0,880 0,508 0,633 0,978 0,600 -120 -37 -62 -90 38 
57414288 0,590 0,873 0,500 0,637 0,970 0,600 -120 -37 -62 -90 38 -119.00 -40.00 -59.00 -89.00 25.00
57414382 0,590 0,869 0,495 0,643 0,962 0,599 -120 -37 -62 -90 38 
57414464 0,590 0,865 0,491 0,647 0,956 0,598 -120 -37 -62 -90 38 
57414525 0,590 0,861 0,487 0,649 0,954 0,597 -120 -37 -62 -90 38 
57414699 0,591 0,853 0,479 0,661 0,936 0,593 -120 -37 -62 -90 38 
57414791 0,591 0,849 0,475 0,664 0,931 0,591 -120 -37 -62 -90 38 
57414897 0,591 0,843 0,472 0,670 0,923 0,588 -120 -37 -62 -90 38 
57414987 0,591 0,839 0,472 0,676 0,916 0,584 -120 -37 -62 -90 38 
57415059 0,591 0,837 0,472 0,680 0,912 0,581 -120 -37 -62 -90 38 
57415189 0,591 0,837 0,472 0,689 0,905 0,573 -120 -37 -62 -90 38 
57415264 0,591 0,837 0,472 0,691 0,903 0,572 -120 -37 -63 -90 38 
57415390 0,591 0,837 0,472 0,698 0,899 0,564 -121 -37 -63 -90 38 -119.00 -40.00 -59.00 -89.00 25.00
57415446 0,591 0,837 0,472 0,699 0,898 0,562 -121 -37 -63 -90 38 
57415567 0,591 0,837 0,472 0,702 0,895 0,557 -120 -37 -63 -90 38 -120.00 -40.00 -59.00 -89.00 25.00
57415622 0,591 0,837 0,472 0,706 0,893 0,552 -120 -37 -63 -90 38 
57415800 0,591 0,837 0,472 0,711 0,889 0,545 -120 -38 -63 -90 38 -120.00 -40.00 -60.00 -89.00 25.00
57415901 0,591 0,837 0,472 0,714 0,887 0,540 -120 -38 -63 -90 38 
57415969 0,591 0,837 0,472 0,714 0,887 0,540 -120 -38 -63 -90 38 
57416072 0,591 0,837 0,472 0,716 0,884 0,535 -120 -38 -63 -90 38 -120.00 -40.00 -60.00 -89.00 25.00
57416176 0,591 0,837 0,472 0,716 0,884 0,534 -120 -38 -63 -90 38 
57416325 0,591 0,837 0,472 0,717 0,880 0,530 -120 -37 -63 -90 38 
57416404 0,591 0,837 0,472 0,717 0,879 0,529 -120 -38 -63 -90 38 
57416526 0,591 0,837 0,472 0,717 0,878 0,527 -120 -37 -63 -90 38 
57416616 0,591 0,837 0,472 0,715 0,876 0,526 -120 -38 -63 -90 38 
57416704 0,591 0,837 0,472 0,714 0,875 0,526 -120 -38 -62 -90 38 -120.00 -40.00 -60.00 -89.00 25.00
57416763 0,591 0,837 0,472 0,712 0,874 0,526 -120 -38 -62 -90 38 -120.00 -40.00 -60.00 -89.00 25.00
57416899 0,591 0,837 0,472 0,707 0,872 0,527 -120 -38 -63 -90 38 
57417031 0,591 0,837 0,472 0,701 0,870 0,528 -120 -38 -62 -90 38 -120.00 -40.00 -60.00 -89.00 25.00
57417108 0,591 0,837 0,472 0,701 0,870 0,528 -120 -38 -62 -90 38 
57417218 0,591 0,837 0,472 0,696 0,868 0,528 -119 -38 -62 -90 38 
57417275 0,591 0,837 0,472 0,695 0,868 0,528 -119 -38 -62 -90 38 -120.00 -40.00 -60.00 -89.00 25.00
57417433 0,591 0,837 0,472 0,691 0,867 0,527 -119 -38 -62 -90 38 
57417522 0,591 0,837 0,472 0,687 0,867 0,525 -120 -38 -63 -90 38 
57417599 0,591 0,837 0,472 0,686 0,867 0,524 -119 -38 -63 -90 38 
57417707 0,591 0,837 0,472 0,683 0,867 0,522 -119 -38 -62 -90 38 
57417788 0,591 0,837 0,472 0,681 0,866 0,520 -119 -38 -63 -90 38 
57417905 0,591 0,837 0,472 0,681 0,866 0,520 -119 -38 -62 -90 38 
57418028 0,591 0,837 0,472 0,681 0,866 0,520 -119 -38 -62 -90 38 
57418114 0,591 0,837 0,470 0,681 0,866 0,520 -120 -38 -62 -90 38 -120.00 -40.00 -60.00 -89.00 25.00
57418236 0,591 0,837 0,464 0,677 0,865 0,515 -120 -38 -62 -90 38 
57418287 0,591 0,837 0,462 0,676 0,864 0,513 -120 -38 -63 -90 38 -119.00 -40.00 -60.00 -89.00 25.00
57418428 0,591 0,837 0,455 0,669 0,861 0,504 -120 -38 -62 -90 38 
57418507 0,591 0,837 0,451 0,666 0,860 0,501 -120 -38 -63 -90 38 
57418638 0,590 0,837 0,444 0,658 0,856 0,493 -120 -38 -63 -90 38 -119.00 -40.00 -60.00 -89.00 25.00
57418696 0,590 0,837 0,441 0,657 0,856 0,492 -120 -38 -63 -90 38 -119.00 -40.00 -60.00 -89.00 25.00
57418824 0,590 0,837 0,434 0,648 0,853 0,479 -120 -38 -63 -90 38 
57418874 0,590 0,837 0,432 0,647 0,853 0,478 -120 -38 -63 -90 38 -119.00 -40.00 -60.00 -89.00 25.00
57419036 0,590 0,837 0,432 0,640 0,853 0,468 -120 -38 -63 -90 38 -119.00 -40.00 -60.00 -89.00 25.00
57419149 0,590 0,837 0,432 0,635 0,852 0,461 -120 -38 -63 -90 38 
57419215 0,590 0,837 0,432 0,630 0,852 0,454 -120 -38 -62 -90 38 
57419351 0,590 0,837 0,432 0,626 0,853 0,442 -120 -38 -62 -90 38 
57419418 0,590 0,837 0,432 0,625 0,852 0,437 -119 -38 -62 -90 38 -120.00 -40.00 -60.00 -89.00 25.00
57419567 0,590 0,837 0,432 0,627 0,850 0,430 -120 -38 -62 -90 38 
57419649 0,590 0,837 0,432 0,629 0,849 0,429 -120 -38 -62 -90 38 
57419731 0,590 0,837 0,432 0,630 0,849 0,428 -120 -37 -62 -90 38 
57419841 0,590 0,837 0,432 0,635 0,847 0,426 -120 -37 -62 -90 38 
57419947 0,590 0,837 0,432 0,638 0,846 0,426 -120 -37 -62 -90 38 -119.00 -40.00 -60.00 -89.00 25.00
57420042 0,590 0,837 0,432 0,641 0,846 0,426 -120 -37 -62 -90 38 -119.00 -40.00 -60.00 -89.00 25.00
57420129 0,590 0,837 0,432 0,647 0,846 0,426 -120 -37 -62 -90 38 
57420297 0,590 0,837 0,432 0,658 0,848 0,428 -120 -37 -62 -90 38 
57420440 0,590 0,837 0,432 0,659 0,849 0,428 -120 -37 -62 -90 38 
57420518 0,590 0,837 0,432 0,663 0,850 0,429 -119 -37 -62 -90 38 
57420655 0,586 0,837 0,432 0,670 0,852 0,431 -119 -38 -62 -90 38 
57420744 0,582 0,837 0,432 0,671 0,852 0,432 -119 -38 -62 -90 38 
57420897 0,577 0,837 0,432 0,673 0,851 0,434 -119 -38 -61 -90 38 
57420983 0,572 0,836 0,432 0,673 0,848 0,436 -118 -38 -61 -90 38 
57421088 0,567 0,836 0,433 0,671 0,844 0,437 -118 -38 -62 -90 38 
57421150 0,564 0,836 0,433 0,671 0,844 0,437 -119 -38 -62 -90 38 -119.00 -40.00 -60.00 -89.00 25.00
57421302 0,556 0,836 0,433 0,666 0,841 0,437 -119 -38 -62 -90 38 -119.00 -40.00 -59.00 -89.00 25.00
57421414 0,552 0,836 0,433 0,665 0,840 0,437 -119 -38 -62 -90 38 
57421473 0,548 0,835 0,433 0,661 0,839 0,436 -119 -38 -62 -90 38 
57421621 0,540 0,835 0,433 0,648 0,835 0,435 -119 -38 -62 -90 38 
57421700 0,536 0,835 0,433 0,645 0,834 0,435 -119 -38 -62 -90 38 
57421790 0,532 0,835 0,433 0,638 0,832 0,434 -119 -38 -62 -90 38 
57421946 0,525 0,835 0,433 0,629 0,830 0,434 -119 -38 -62 -90 38 
57422002 0,521 0,834 0,433 0,618 0,829 0,434 -119 -38 -61 -90 38 
57422107 0,515 0,834 0,434 0,615 0,829 0,434 -119 -38 -61 -90 38 
57422153 0,513 0,834 0,434 0,609 0,829 0,435 -119 -38 -62 -90 38 -118.00 -40.00 -59.00 -89.00 25.00
57422298 0,506 0,834 0,434 0,594 0,830 0,436 -119 -38 -62 -90 38 -119.00 -40.00 -59.00 -89.00 25.00
57422396 0,500 0,834 0,434 0,591 0,830 0,437 -119 -38 -62 -90 38 
57422479 0,496 0,833 0,434 0,584 0,831 0,438 -119 -38 -62 -90 38 
57422617 0,489 0,833 0,434 0,575 0,833 0,440 -119 -38 -62 -90 38 
57422728 0,484 0,833 0,434 0,567 0,836 0,443 -119 -38 -62 -90 38 
57422825 0,479 0,833 0,434 0,567 0,836 0,443 -119 -38 -62 -90 38 
57422904 0,475 0,833 0,434 0,562 0,838 0,445 -119 -38 -62 -90 38 
57422985 0,471 0,832 0,434 0,559 0,840 0,447 -119 -38 -62 -90 38 
57423120 0,464 0,832 0,435 0,553 0,844 0,449 -119 -38 -62 -90 38 
57423220 0,459 0,832 0,435 0,553 0,844 0,449 -119 -38 -62 -90 38 
57423312 0,454 0,832 0,435 0,553 0,844 0,449 -119 -38 -62 -90 38 
57423401 0,449 0,832 0,435 0,553 0,844 0,449 -118 -39 -62 -90 38 
57423469 0,446 0,831 0,435 0,553 0,844 0,449 -118 -39 -62 -90 38 
57423617 0,438 0,831 0,435 0,553 0,844 0,449 -118 -39 -62 -90 38 
57423712 0,433 0,831 0,435 0,553 0,844 0,449 -118 -39 -62 -90 38 
57423829 0,428 0,831 0,435 0,548 0,848 0,451 -118 -39 -61 -90 38 
57423905 0,424 0,831 0,435 0,543 0,850 0,453 -117 -39 -61 -90 38 
57423970 0,419 0,830 0,435 0,543 0,850 0,453 -117 -39 -61 -90 38 
57424107 0,412 0,830 0,436 0,540 0,851 0,454 -117 -39 -61 -90 38 
57424222 0,406 0,830 0,436 0,537 0,852 0,455 -117 -39 -61 -90 38 
57424302 0,401 0,830 0,436 0,537 0,852 0,455 -117 -39 -61 -90 38 
57424424 0,395 0,829 0,436 0,533 0,854 0,455 -117 -39 -61 -90 38 
57424495 0,391 0,829 0,436 0,533 0,854 0,455 -117 -39 -61 -90 38 
57424606 0,386 0,829 0,436 0,518 0,850 0,446 -117 -39 -61 -90 38 
57424678 0,381 0,829 0,436 0,518 0,850 0,446 -116 -40 -61 -90 38 
57424825 0,374 0,829 0,436 0,507 0,837 0,422 -117 -40 -61 -90 38 -118.00 -40.00 -59.00 -89.00 25.00
57424880 0,371 0,828 0,436 0,488 0,832 0,395 -117 -39 -61 -90 38 -118.00 -40.00 -59.00 -89.00 25.00
57425057 0,363 0,828 0,437 0,452 0,842 0,363 -117 -39 -61 -90 38 -117.00 -40.00 -59.00 -89.00 25.00
57425162 0,357 0,828 0,437 0,430 0,847 0,347 -117 -39 -61 -90 38 -117.00 -40.00 -59.00 -89.00 25.00
57425218 0,354 0,828 0,437 0,421 0,848 0,343 -117 -39 -61 -90 38 -116.00 -41.00 -59.00 -89.00 25.00
57425346 0,349 0,828 0,437 0,400 0,849 0,334 -117 -39 -61 -90 38 
57425470 0,341 0,827 0,437 0,392 0,850 0,331 -117 -39 -61 -90 38 
57425584 0,335 0,827 0,437 0,371 0,850 0,328 -117 -39 -61 -90 38 
57425668 0,331 0,827 0,437 0,359 0,849 0,328 -117 -39 -62 -90 38 
57425754 0,326 0,827 0,437 0,348 0,849 0,330 -117 -39 -61 -90 38 
57425858 0,322 0,827 0,437 0,342 0,848 0,332 -117 -39 -62 -90 38 
57425952 0,315 0,826 0,438 0,333 0,848 0,337 -117 -39 -62 -90 38 -117.00 -41.00 -59.00 -89.00 25.00
57426065 0,309 0,826 0,438 0,322 0,848 0,346 -118 -39 -62 -90 38 -117.00 -41.00 -59.00 -89.00 25.00
57426180 0,303 0,826 0,438 0,319 0,848 0,351 -118 -39 -61 -90 38 
57426266 0,298 0,826 0,438 0,314 0,847 0,362 -118 -39 -62 -90 38 
57426349 0,294 0,825 0,438 0,312 0,845 0,370 -118 -39 -62 -90 38 
57426411 0,290 0,825 0,438 0,312 0,844 0,374 -118 -39 -62 -90 38 
57426579 0,282 0,825 0,438 0,312 0,840 0,387 -117 -39 -62 -90 38 -118.00 -41.00 -59.00 -89.00 25.00
57426646 0,278 0,825 0,438 0,312 0,840 0,387 -117 -39 -62 -90 38 
57426770 0,272 0,825 0,438 0,317 0,835 0,400 -117 -39 -61 -90 38 
57426821 0,270 0,825 0,438 0,318 0,835 0,402 -117 -39 -61 -90 38 
57426968 0,262 0,824 0,439 0,322 0,833 0,410 -117 -39 -61 -90 38 -117.00 -41.00 -59.00 -89.00 25.00
57427093 0,257 0,824 0,439 0,325 0,832 0,418 -117 -39 -61 -90 38 
57427155 0,253 0,824 0,439 0,327 0,831 0,423 -117 -39 -61 -90 38 
57427256 0,248 0,824 0,439 0,328 0,831 0,426 -117 -39 -61 -90 38 
57427382 0,241 0,823 0,439 0,329 0,829 0,434 -116 -39 -60 -90 38 
57427453 0,237 0,823 0,439 0,329 0,829 0,435 -117 -39 -60 -90 38 
57427554 0,232 0,823 0,439 0,328 0,831 0,438 -117 -39 -61 -90 38 
57427662 0,225 0,823 0,439 0,328 0,832 0,439 -117 -39 -61 -90 38 
57427769 0,220 0,823 0,439 0,325 0,836 0,444 -117 -39 -60 -90 38 -116.00 -41.00 -58.00 -89.00 25.00
57427870 0,213 0,822 0,440 0,322 0,838 0,446 -117 -39 -61 -90 38 
57427987 0,207 0,822 0,440 0,317 0,840 0,448 -117 -39 -61 -90 38 -117.00 -41.00 -58.00 -89.00 25.00
57428021 0,204 0,822 0,440 0,315 0,839 0,448 -117 -39 -61 -90 38 -117.00 -41.00 -58.00 -89.00 25.00
57428169 0,195 0,822 0,440 0,308 0,837 0,449 -117 -39 -61 -90 38 
57428294 0,190 0,821 0,440 0,299 0,832 0,449 -117 -39 -61 -90 38 
57428332 0,187 0,821 0,440 0,294 0,830 0,449 -117 -39 -61 -90 38 
57428477 0,179 0,821 0,440 0,283 0,823 0,449 -117 -39 -61 -90 38 
57428529 0,176 0,821 0,440 0,278 0,820 0,449 -117 -39 -61 -90 38 
57428649 0,169 0,821 0,440 0,270 0,815 0,448 -117 -39 -61 -90 38 
57428699 0,166 0,820 0,441 0,264 0,813 0,448 -117 -39 -61 -90 38 
57428845 0,158 0,820 0,441 0,253 0,808 0,448 -117 -39 -61 -90 38 
57429001 0,150 0,820 0,441 0,238 0,804 0,447 -117 -39 -61 -90 38 
57429052 0,147 0,820 0,441 0,236 0,803 0,447 -118 -39 -61 -90 38 -117.00 -41.00 -58.00 -89.00 25.00
