Set_pos_x,Set_pos_y,Set_pos_z,Drone_pos_x,Drone_pos_y,Drone_pos_z,Com_shoulder,Com_elbow,Com_wrist_p,Com_wrist_r,Com_gripper,Manip_shoulder,Manip_elbow,Manip_wrist_p,Manip_wrist_r,Manip_gripper
-0,582,1,536,1,017,-0,582,1,536,1,017
-0,587,1,538,1,028,-0,587,1,538,1,028
-0,588,1,538,1,031,-0,588,1,538,1,031
-0,594,1,536,1,043,-0,594,1,536,1,043
-0,596,1,535,1,049,-0,596,1,535,1,049
-0,599,1,534,1,055,-0,599,1,534,1,055
-0,604,1,532,1,063,-0,604,1,532,1,063
-0,607,1,530,1,068,-0,607,1,530,1,068
-0,615,1,526,1,078,-0,615,1,526,1,078
-0,622,1,524,1,085,-0,622,1,524,1,085
-0,634,1,522,1,092,-0,634,1,522,1,092
-0,644,1,522,1,098,-0,644,1,522,1,098
-0,662,1,525,1,105,-0,662,1,525,1,105
-0,671,1,526,1,108,-0,671,1,526,1,108
-0,688,1,528,1,113,-0,688,1,528,1,113
-0,715,1,532,1,118,-0,715,1,532,1,118
-0,728,1,534,1,121,-0,728,1,534,1,121
-0,757,1,537,1,125,-0,757,1,537,1,125
-0,773,1,539,1,127,-0,773,1,539,1,127
-0,807,1,540,1,130,-0,807,1,540,1,130
-0,832,1,540,1,131,-0,832,1,540,1,131
-0,854,1,538,1,132,-0,854,1,538,1,132
-0,872,1,537,1,131,-0,872,1,537,1,131
-0,897,1,535,1,130,-0,897,1,535,1,130
-0,921,1,531,1,129,-0,921,1,531,1,129
-0,951,1,526,1,125,-0,951,1,526,1,125
-0,973,1,520,1,122,-0,973,1,520,1,122
-0,994,1,514,1,118,-0,994,1,514,1,118
-1,017,1,506,1,114,-1,017,1,506,1,114
-1,028,1,503,1,111,-1,028,1,503,1,111
-1,042,1,498,1,108,-1,042,1,498,1,108
-1,073,1,485,1,100,-1,073,1,485,1,100
-1,090,1,478,1,095,-1,090,1,478,1,095
-1,106,1,472,1,090,-1,106,1,472,1,090
-1,122,1,466,1,086,-1,122,1,466,1,086
-1,134,1,463,1,082,-1,134,1,463,1,082
-1,155,1,456,1,077,-1,155,1,456,1,077
-1,173,1,451,1,073,-1,173,1,451,1,073
-1,193,1,445,1,068,-1,193,1,445,1,068
-1,202,1,442,1,066,-1,202,1,442,1,066
-1,218,1,437,1,062,-1,218,1,437,1,062
-1,233,1,432,1,059,-1,233,1,432,1,059
-1,247,1,427,1,057,-1,247,1,427,1,057
-1,262,1,421,1,054,-1,262,1,421,1,054
-1,276,1,414,1,052,-1,276,1,414,1,052
-1,290,1,408,1,050,-1,290,1,408,1,050
-1,302,1,403,1,048,-1,302,1,403,1,048
-1,311,1,399,1,047,-1,311,1,399,1,047
-1,329,1,394,1,046,-1,329,1,394,1,046
-1,341,1,390,1,046,-1,341,1,390,1,046
-1,352,1,388,1,046,-1,352,1,388,1,046
