Set_pos_x,Set_pos_y,Set_pos_z,Drone_pos_x,Drone_pos_y,Drone_pos_z,Com_shoulder,Com_elbow,Com_wrist_p,Com_wrist_r,Com_gripper,Manip_shoulder,Manip_elbow,Manip_wrist_p,Manip_wrist_r,Manip_gripper
-0,326 1,574 0,999 -0,405 1,623 0,976 -145 -39 -99 -90 38  
-0,326 1,574 0,999 -0,405 1,621 0,981 -146 -39 -99 -90 38  
-0,326 1,574 0,999 -0,405 1,616 0,990 -146 -39 -100 -90 38  
-0,326 1,574 0,999 -0,405 1,616 0,990 -147 -39 -101 -90 38  
-0,319 1,574 0,999 -0,405 1,612 0,996 -147 -39 -101 -90 38  
-0,312 1,574 0,999 -0,405 1,612 0,996 -147 -39 -102 -90 38  
-0,301 1,575 1,000 -0,404 1,608 1,003 -147 -40 -102 -90 38  
-0,294 1,575 1,000 -0,402 1,599 1,016 -147 -40 -102 -90 38  
-0,284 1,576 1,000 -0,397 1,585 1,034 -146 -40 -102 -90 38  
-0,274 1,577 1,000 -0,395 1,580 1,039 -145 -40 -101 -90 38  
-0,392 1,574 1,046 -0,392 1,574 1,046 -145 -40 -100 -90 38  
-0,385 1,560 1,058 -0,385 1,560 1,058 -144 -40 -100 -90 38  
-0,385 1,560 1,058 -0,385 1,560 1,058 -144 -40 -99 -90 38  
-0,381 1,557 1,055 -0,381 1,557 1,055 -144 -40 -99 -90 38  
-0,381 1,557 1,054 -0,381 1,557 1,054 -144 -40 -99 -90 38  
-0,381 1,558 1,053 -0,381 1,558 1,053 -144 -40 -99 -90 38  
-0,380 1,568 1,041 -0,380 1,568 1,041 -144 -40 -100 -90 38  
-0,380 1,568 1,041 -0,380 1,568 1,041 -144 -40 -100 -90 38  
-0,380 1,576 1,032 -0,380 1,576 1,032 -144 -41 -100 -90 38  
-0,380 1,578 1,030 -0,380 1,578 1,030 -143 -41 -99 -90 38  
-0,381 1,582 1,025 -0,381 1,582 1,025 -139 -42 -96 -90 38  
-0,382 1,584 1,022 -0,382 1,584 1,022 -136 -43 -93 -90 38  
-0,382 1,584 1,022 -0,382 1,584 1,022 -134 -43 -91 -90 38  
-0,386 1,594 1,003 -0,386 1,594 1,003 -128 -44 -88 -90 38  
-0,387 1,594 1,001 -0,387 1,594 1,001 -126 -46 -86 -90 38  
-0,381 1,595 0,996 -0,390 1,594 0,991 -121 -48 -84 -90 38  
-0,373 1,595 0,996 -0,392 1,594 0,988 -118 -50 -83 -90 38  
-0,364 1,596 0,996 -0,392 1,594 0,988 -115 -52 -82 -90 38  
-0,352 1,596 0,996 -0,398 1,588 0,977 -113 -53 -81 -90 38  
-0,342 1,597 0,996 -0,401 1,583 0,971 -112 -54 -81 -90 38  
-0,334 1,597 0,997 -0,401 1,583 0,971 -111 -55 -81 -90 38  
-0,323 1,598 0,997 -0,404 1,576 0,964 -110 -56 -80 -90 38  
-0,316 1,598 0,997 -0,404 1,576 0,964 -109 -56 -80 -90 38  
-0,306 1,599 0,997 -0,404 1,576 0,964 -107 -58 -80 -90 38  
-0,295 1,600 0,991 -0,404 1,575 0,963 -106 -58 -80 -90 38  
