Set_pos_x,Set_pos_y,Set_pos_z,Drone_pos_x,Drone_pos_y,Drone_pos_z,Com_shoulder,Com_elbow,Com_wrist_p,Com_wrist_r,Com_gripper,Manip_shoulder,Manip_elbow,Manip_wrist_p,Manip_wrist_r,Manip_gripper
53402647 -0,228 1,477 0,997 -0,761 1,463 1,163 
53407281 -0,014 1,486 0,998 -0,642 1,484 1,062 
53407333 -0,014 1,486 0,998 -0,637 1,482 1,063 
53407463 -0,014 1,486 0,998 -0,623 1,479 1,063 
53407542 -0,014 1,486 0,998 -0,616 1,478 1,062 
53407643 -0,014 1,486 0,998 -0,579 1,474 1,058 
53407767 -0,014 1,486 0,998 -0,550 1,471 1,053 
53407875 -0,014 1,486 0,998 -0,493 1,466 1,041 
53407925 -0,014 1,486 0,998 -0,483 1,466 1,039 
53408057 -0,014 1,486 0,998 -0,439 1,461 1,027 
53408158 -0,014 1,486 0,998 -0,422 1,460 1,022 
53408284 -0,014 1,486 0,998 -0,386 1,460 1,009 
53408333 -0,014 1,486 0,998 -0,380 1,460 1,007 
53408441 -0,014 1,486 0,998 -0,359 1,466 0,996 
53408558 -0,014 1,486 0,998 -0,351 1,469 0,989 
53408655 -0,010 1,486 0,998 -0,350 1,470 0,985 
53408760 -0,002 1,486 0,998 -0,359 1,472 0,981 
53408853 0,005 1,487 0,998 -0,374 1,473 0,981 
53408949 0,013 1,487 0,998 -0,385 1,474 0,982 
53409065 0,023 1,487 0,998 -0,409 1,475 0,986 
53409164 0,031 1,488 0,998 -0,449 1,476 0,994 
53409282 0,040 1,488 0,999 -0,468 1,476 0,998 
53409341 0,045 1,488 0,999 -0,502 1,475 1,008 
53409436 0,054 1,489 0,999 -0,538 1,474 1,019 
53409557 0,063 1,489 0,999 -0,571 1,473 1,030 
53409657 0,073 1,489 0,999 -0,611 1,470 1,046 
53409764 0,083 1,496 0,999 -0,640 1,467 1,061 
53409867 0,092 1,502 0,999 -0,645 1,466 1,065 
53409974 0,102 1,510 0,999 -0,661 1,461 1,082 
53410014 0,106 1,513 0,999 -0,661 1,461 1,082 
53410142 0,117 1,522 0,999 -0,657 1,458 1,092 
53410275 0,130 1,532 0,999 -0,643 1,456 1,098 
53410363 0,138 1,538 1,000 -0,610 1,454 1,101 
53410477 0,148 1,546 1,000 -0,592 1,454 1,101 
53410556 0,155 1,552 1,000 -0,566 1,455 1,100 
53410656 0,165 1,559 1,000 -0,512 1,460 1,094 
53410767 -0,464 1,467 1,087 -0,464 1,467 1,087 
53410874 -0,413 1,475 1,078 -0,413 1,475 1,078 
53410925 -0,413 1,475 1,078 -0,413 1,475 1,078 
53411049 -0,287 1,494 1,048 -0,287 1,494 1,048 
53411145 -0,259 1,497 1,039 -0,259 1,497 1,039 
53411246 -0,215 1,502 1,025 -0,215 1,502 1,025 
53411355 -0,215 1,502 1,025 -0,175 1,507 1,010 
53411443 -0,215 1,502 1,025 -0,139 1,510 0,993 
53411555 -0,215 1,502 1,025 -0,124 1,511 0,985 
53411675 -0,215 1,502 1,025 -0,096 1,510 0,965 
53411775 -0,215 1,502 1,025 -0,091 1,508 0,957 
53411873 -0,215 1,502 1,025 -0,091 1,506 0,953 
53411986 -0,215 1,502 1,025 -0,096 1,504 0,950 
53412075 -0,215 1,502 1,025 -0,114 1,504 0,951 
53412159 -0,215 1,502 1,025 -0,124 1,504 0,954 
53412273 -0,215 1,502 1,025 -0,145 1,504 0,960 
53412372 -0,215 1,502 1,025 -0,186 1,506 0,976 
53412444 -0,215 1,502 1,025 -0,186 1,506 0,976 
53412566 -0,215 1,502 1,025 -0,221 1,507 0,992 
53412668 -0,215 1,502 1,025 -0,239 1,507 1,001 
53412779 -0,215 1,502 1,025 -0,274 1,508 1,019 
53412859 -0,215 1,502 1,025 -0,291 1,508 1,028 
53412923 -0,215 1,502 1,025 -0,298 1,508 1,032 
53413054 -0,215 1,502 1,025 -0,340 1,506 1,057 
53413142 -0,215 1,502 1,025 -0,354 1,506 1,066 
53413258 -0,215 1,502 1,025 -0,365 1,506 1,075 
53413343 -0,215 1,502 1,025 -0,371 1,506 1,080 
53413472 -0,215 1,502 1,025 -0,376 1,507 1,084 
53413579 -0,215 1,502 1,025 -0,380 1,509 1,088 
53413672 -0,378 1,511 1,086 -0,378 1,511 1,086 
53413779 -0,375 1,513 1,083 -0,375 1,513 1,083 
53413856 -0,370 1,516 1,079 -0,370 1,516 1,079 
53413943 -0,366 1,518 1,075 -0,366 1,518 1,075 
53414057 -0,350 1,525 1,058 -0,350 1,525 1,058 
53414161 -0,339 1,528 1,045 -0,339 1,528 1,045 
53414267 -0,325 1,531 1,029 -0,325 1,531 1,029 
53414346 -0,310 1,533 1,009 -0,310 1,533 1,009 
53414439 -0,305 1,534 1,003 -0,305 1,534 1,003 
53414542 -0,293 1,537 0,992 -0,298 1,534 0,992 
53414638 -0,284 1,543 0,992 -0,285 1,536 0,966 
53414733 -0,276 1,548 0,992 -0,280 1,537 0,951 
53414821 -0,267 1,554 0,992 -0,277 1,540 0,937 
53414940 -0,267 1,554 0,992 -0,277 1,542 0,925 
53415046 -0,267 1,554 0,992 -0,280 1,544 0,915 
53415171 -0,261 1,559 0,992 -0,289 1,546 0,905 
53415258 -0,253 1,564 0,993 -0,295 1,547 0,901 
53415340 -0,249 1,567 0,993 -0,298 1,547 0,899 
53415440 -0,238 1,574 0,993 -0,318 1,548 0,895 
53415555 -0,229 1,580 0,993 -0,331 1,548 0,895 
53415655 -0,220 1,586 0,993 -0,345 1,547 0,895 
53415737 -0,213 1,590 0,993 -0,355 1,547 0,896 
53415864 -0,202 1,597 0,993 -0,375 1,545 0,900 
53415941 -0,195 1,600 0,993 -0,389 1,542 0,904 
53416044 -0,187 1,600 0,993 -0,402 1,540 0,908 
53416153 -0,178 1,601 0,993 -0,419 1,537 0,915 
53416295 -0,167 1,601 0,993 -0,427 1,536 0,919 
53416348 -0,161 1,601 0,993 -0,430 1,536 0,922 
53416483 -0,149 1,602 0,994 -0,438 1,538 0,930 
53416547 -0,144 1,602 0,994 -0,439 1,539 0,933 
53416640 -0,135 1,602 0,994 -0,437 1,542 0,938 
53416776 -0,124 1,603 0,994 -0,429 1,547 0,942 
53416872 -0,116 1,603 0,994 -0,421 1,552 0,943 
53416964 -0,108 1,603 0,994 -0,410 1,558 0,944 
53417058 -0,100 1,604 0,989 -0,401 1,561 0,943 
53417161 -0,090 1,604 0,983 -0,397 1,563 0,943 
53417255 -0,083 1,605 0,979 -0,393 1,564 0,943 
53417370 -0,074 1,605 0,974 -0,383 1,567 0,941 
53417480 -0,064 1,605 0,968 -0,378 1,568 0,941 
53417550 -0,057 1,606 0,964 -0,372 1,570 0,940 
53417666 -0,047 1,606 0,960 -0,358 1,573 0,939 
53417756 -0,041 1,606 0,960 -0,348 1,576 0,937 
53417862 -0,032 1,607 0,960 -0,337 1,579 0,935 
53417967 -0,022 1,607 0,960 -0,337 1,579 0,935 
53418054 -0,019 1,607 0,960 -0,301 1,589 0,928 
53418144 -0,009 1,608 0,960 -0,301 1,589 0,928 
53418245 -0,001 1,608 0,960 -0,289 1,591 0,925 
53418355 0,010 1,608 0,960 -0,246 1,596 0,907 
53418471 0,019 1,609 0,960 -0,230 1,596 0,900 
53418578 0,028 1,609 0,960 -0,230 1,596 0,900 
53418688 0,035 1,609 0,960 -0,192 1,593 0,879 
53418741 0,040 1,610 0,960 -0,192 1,593 0,879 
53418856 0,050 1,610 0,960 -0,187 1,592 0,875 
53418965 0,060 1,610 0,960 -0,179 1,592 0,871 
53419071 0,060 1,610 0,960 -0,160 1,590 0,860 
53419163 0,060 1,610 0,960 -0,160 1,590 0,860 
53419265 0,060 1,610 0,960 -0,157 1,589 0,858 
53419374 0,060 1,610 0,960 -0,157 1,589 0,858 
53419469 0,060 1,610 0,960 -0,157 1,589 0,858 
53419579 0,060 1,610 0,960 -0,157 1,589 0,858 
53419641 0,060 1,610 0,960 -0,130 1,585 0,846 
53419754 0,060 1,610 0,960 -0,117 1,582 0,846 
53419879 0,060 1,610 0,960 -0,093 1,578 0,879 
53419981 0,060 1,610 0,960 -0,090 1,580 0,903 
53420040 0,060 1,610 0,960 -0,088 1,582 0,928 
53420225 0,060 1,610 0,960 -0,088 1,582 0,928 
53420374 0,060 1,610 0,960 -0,090 1,583 0,950 
53420516 0,060 1,610 0,960 -0,093 1,582 0,971 
53420578 0,060 1,610 0,960 -0,096 1,581 0,985 
53420688 0,060 1,610 0,960 -0,104 1,577 1,007 
53420775 0,060 1,610 0,960 -0,114 1,571 1,024 
53420903 0,060 1,610 0,960 -0,120 1,568 1,031 
53420987 0,060 1,610 0,960 -0,127 1,564 1,037 
53421098 0,060 1,610 0,960 -0,129 1,563 1,038 
53421205 0,060 1,610 0,960 -0,142 1,558 1,040 
53421281 0,060 1,610 0,960 -0,148 1,556 1,038 
53421413 0,060 1,610 0,960 -0,152 1,554 1,035 
53421471 0,060 1,610 0,960 -0,157 1,554 1,032 
53421578 0,060 1,610 0,960 -0,168 1,556 1,021 
53421699 0,060 1,610 0,960 -0,172 1,557 1,015 
53421810 0,060 1,610 0,960 -0,184 1,563 0,997 
53421905 0,060 1,610 0,960 -0,189 1,566 0,989 
53422006 0,060 1,610 0,960 -0,198 1,571 0,974 
53422131 0,060 1,610 0,960 -0,202 1,574 0,966 
53422188 0,060 1,610 0,960 -0,208 1,578 0,955 
53422307 0,060 1,610 0,960 -0,215 1,582 0,943 
53422422 0,060 1,610 0,960 -0,220 1,586 0,932 
53422479 0,060 1,610 0,960 -0,225 1,589 0,922 
53422583 0,060 1,610 0,960 -0,228 1,592 0,914 
53422708 0,060 1,610 0,960 -0,230 1,595 0,906 
53422819 0,060 1,610 0,960 -0,232 1,600 0,897 
53422874 0,060 1,610 0,960 -0,232 1,601 0,896 
53423014 0,060 1,610 0,960 -0,232 1,603 0,892 
53423095 0,060 1,610 0,960 -0,230 1,604 0,890 
53423195 0,060 1,610 0,960 -0,228 1,605 0,889 
53423303 0,060 1,610 0,960 -0,225 1,604 0,889 
53423403 0,060 1,610 0,960 -0,221 1,602 0,889 
53423508 0,060 1,610 0,960 -0,218 1,599 0,889 
53423613 0,060 1,610 0,960 -0,216 1,598 0,889 
53423671 0,060 1,610 0,960 -0,209 1,592 0,890 
53423793 0,060 1,610 0,960 -0,200 1,585 0,892 
53423889 0,060 1,610 0,960 -0,192 1,578 0,893 
53424002 0,060 1,610 0,960 -0,184 1,572 0,894 
53424086 0,060 1,610 0,960 -0,178 1,568 0,895 
53424190 0,060 1,610 0,960 -0,170 1,563 0,896 
53424318 0,060 1,610 0,960 -0,155 1,557 0,899 
53424375 0,060 1,610 0,960 -0,147 1,556 0,901 
53424431 0,060 1,610 0,960 -0,147 1,556 0,901 
53424610 0,060 1,610 0,960 -0,136 1,556 0,904 
53424712 0,060 1,610 0,960 -0,129 1,557 0,906 
53424773 0,060 1,610 0,960 -0,127 1,557 0,907 
53424882 0,060 1,610 0,960 -0,124 1,557 0,908 
53424986 0,060 1,610 0,960 -0,120 1,557 0,909 
53425113 0,060 1,610 0,960 -0,117 1,557 0,911 
53425219 0,060 1,610 0,960 -0,115 1,558 0,912 
53425305 0,060 1,610 0,960 -0,114 1,559 0,914 -143 -32 -90 -90 38 
53425366 0,060 1,610 0,960 -0,115 1,561 0,915 -143 -32 -90 -90 38 
53425509 0,060 1,610 0,960 -0,117 1,565 0,917 -143 -32 -90 -90 38 
53425590 0,060 1,610 0,960 -0,118 1,565 0,918 -142 -32 -89 -90 38 
53425690 0,060 1,610 0,960 -0,120 1,567 0,919 -142 -32 -89 -90 38 
53425794 0,060 1,610 0,960 -0,125 1,570 0,920 -142 -32 -89 -90 38 
53425890 0,060 1,610 0,960 -0,130 1,573 0,921 -142 -32 -88 -90 38 
53426030 0,060 1,610 0,960 -0,133 1,575 0,922 -142 -32 -88 -90 38 
53426107 0,060 1,610 0,960 -0,141 1,585 0,924 -142 -31 -88 -90 38 
53426179 0,060 1,610 0,960 -0,143 1,596 0,925 -141 -31 -87 -90 38 
53426288 0,060 1,610 0,960 -0,158 1,604 0,927 -141 -31 -87 -90 38 
53426396 0,060 1,610 0,960 -0,172 1,604 0,929 -141 -31 -87 -90 38 -144.00 -32.00 -87.00 -88.00 25.00
53426495 0,060 1,610 0,960 -0,190 1,595 0,932 -141 -32 -87 -90 38 -142.00 -34.00 -87.00 -89.00 25.00
53426609 0,060 1,610 0,960 -0,232 1,579 0,938 -141 -32 -88 -90 38 -142.00 -34.00 -87.00 -89.00 25.00
53426671 0,060 1,610 0,960 -0,256 1,572 0,943 -140 -32 -88 -90 38 -142.00 -34.00 -87.00 -89.00 25.00
53426784 0,060 1,610 0,960 -0,282 1,566 0,950 -139 -33 -87 -90 38 
53426913 0,060 1,610 0,960 -0,309 1,561 0,958 -138 -33 -86 -90 38 -142.00 -34.00 -86.00 -89.00 25.00
53427013 0,060 1,610 0,960 -0,347 1,556 0,972 -136 -34 -85 -90 38 -141.00 -34.00 -86.00 -89.00 25.00
53427105 0,060 1,610 0,960 -0,382 1,552 0,988 -137 -33 -84 -90 38 
53427211 0,060 1,610 0,960 -0,415 1,549 1,006 -137 -33 -85 -90 38 -140.00 -34.00 -85.00 -89.00 25.00
53427292 0,060 1,610 0,960 -0,415 1,549 1,006 -137 -33 -85 -90 38 
53427410 0,060 1,610 0,960 -0,448 1,550 1,027 -138 -34 -87 -90 38 -140.00 -34.00 -85.00 -89.00 25.00
53427505 0,060 1,610 0,960 -0,448 1,550 1,027 -138 -33 -86 -90 38 -139.00 -34.00 -85.00 -89.00 25.00
53427606 0,060 1,610 0,960 -0,479 1,555 1,053 -138 -33 -86 -90 38 -138.00 -34.00 -85.00 -89.00 25.00
53427722 0,060 1,610 0,960 -0,502 1,566 1,077 -139 -33 -87 -90 38 -136.00 -35.00 -84.00 -89.00 25.00
53427785 0,060 1,610 0,960 -0,511 1,568 1,086 -139 -33 -86 -90 38 -136.00 -35.00 -82.00 -89.00 25.00
53427905 0,060 1,610 0,960 -0,517 1,570 1,092 -139 -33 -87 -90 38 -136.00 -35.00 -82.00 -89.00 25.00
53427990 0,060 1,610 0,960 -0,524 1,572 1,101 -139 -32 -86 -90 38 
53428116 0,060 1,610 0,960 -0,528 1,572 1,110 -139 -32 -87 -90 38 
53428171 0,060 1,610 0,960 -0,527 1,571 1,110 -140 -32 -77 -90 38 
53428275 0,060 1,610 0,960 -0,525 1,570 1,109 -139 -32 -77 -90 38 -137.00 -35.00 -84.00 -89.00 25.00
53428406 0,060 1,610 0,960 -0,516 1,568 1,102 -140 -32 -77 -90 38 -138.00 -35.00 -84.00 -89.00 25.00
53428513 0,060 1,610 0,960 -0,507 1,567 1,093 -140 -32 -77 -90 38 -138.00 -35.00 -84.00 -89.00 25.00
53428615 0,060 1,610 0,960 -0,496 1,567 1,082 -139 -32 -76 -90 38 
53428674 0,060 1,610 0,960 -0,489 1,568 1,074 -139 -32 -76 -90 38 -138.00 -35.00 -84.00 -89.00 25.00
53428810 0,060 1,610 0,960 -0,474 1,568 1,058 -138 -32 -75 -90 38 
53428890 0,060 1,610 0,960 -0,451 1,570 1,035 -137 -32 -74 -90 38 -139.00 -35.00 -73.00 -89.00 25.00
53428991 0,060 1,610 0,960 -0,440 1,568 1,022 -136 -32 -73 -90 38 -139.00 -35.00 -73.00 -89.00 25.00
53429089 0,060 1,610 0,960 -0,428 1,566 1,008 -135 -32 -73 -90 38 
53429189 0,060 1,610 0,960 -0,408 1,564 0,988 -135 -33 -72 -90 38 
53429300 0,060 1,610 0,960 -0,374 1,559 0,956 -134 -33 -71 -90 38 -139.00 -35.00 -74.00 -89.00 25.00
53429387 0,060 1,610 0,960 -0,353 1,557 0,937 -134 -33 -71 -90 38 
53429491 0,060 1,610 0,960 -0,327 1,554 0,914 -133 -33 -60 -90 38 -138.00 -35.00 -74.00 -89.00 25.00
53429588 0,060 1,610 0,960 -0,321 1,553 0,909 -132 -33 -60 -90 38 -137.00 -35.00 -73.00 -89.00 25.00
53429674 0,060 1,610 0,960 -0,307 1,552 0,898 -132 -33 -60 -90 38 
53429790 0,060 1,610 0,960 -0,288 1,550 0,882 -132 -33 -60 -90 38 
53429889 0,060 1,610 0,960 -0,256 1,544 0,859 -132 -33 -60 -90 38 -135.00 -35.00 -71.00 -89.00 25.00
53429994 0,060 1,610 0,960 -0,240 1,541 0,848 -132 -33 -60 -90 38 
53430092 0,060 1,610 0,960 -0,223 1,537 0,836 -132 -33 -60 -90 38 -134.00 -35.00 -70.00 -89.00 25.00
53430185 0,067 1,611 0,960 -0,212 1,534 0,828 -132 -33 -60 -90 38 
53430313 0,078 1,611 0,960 -0,188 1,529 0,810 -131 -34 -60 -90 38 -133.00 -35.00 -60.00 -88.00 25.00
53430415 0,086 1,612 0,960 -0,173 1,520 0,799 -131 -34 -60 -90 38 
53430504 0,093 1,612 0,960 -0,171 1,518 0,797 -131 -35 -62 -90 38 
53430587 0,097 1,612 0,961 -0,162 1,511 0,789 -131 -35 -60 -90 38 
53430677 0,108 1,612 0,961 -0,154 1,504 0,781 -131 -34 -60 -90 38 
53430773 0,115 1,613 0,961 -0,150 1,501 0,778 -130 -35 -60 -90 38 -132.00 -35.00 -57.00 -89.00 25.00
53430907 0,128 1,613 0,966 -0,146 1,500 0,773 -130 -34 -59 -90 38 -131.00 -35.00 -57.00 -89.00 25.00
53431003 0,135 1,613 0,970 -0,145 1,502 0,771 -130 -33 -59 -90 38 -131.00 -36.00 -57.00 -89.00 25.00
53431089 0,143 1,614 0,975 -0,146 1,502 0,770 -130 -33 -58 -90 38 
53431188 0,152 1,614 0,979 -0,145 1,507 0,772 -130 -33 -58 -90 38 
53431310 0,162 1,614 0,986 -0,145 1,508 0,774 -130 -33 -57 -90 38 
53431405 0,171 1,615 0,991 -0,144 1,515 0,779 -129 -33 -57 -90 38 -130.00 -37.00 -58.00 -89.00 25.00
53431507 0,179 1,615 0,995 -0,141 1,524 0,787 -129 -32 -57 -90 38 -130.00 -37.00 -58.00 -89.00 25.00
53431589 -0,139 1,528 0,793 -0,139 1,528 0,793 -130 -33 -58 -90 38 -130.00 -37.00 -57.00 -89.00 25.00
53431690 -0,131 1,529 0,793 -0,136 1,533 0,800 -130 -34 -58 -90 38 -130.00 -37.00 -57.00 -89.00 25.00
53431803 -0,121 1,529 0,793 -0,130 1,539 0,813 -130 -34 -59 -90 38 
53431904 -0,112 1,529 0,794 -0,122 1,544 0,827 -131 -34 -60 -90 38 
53431984 -0,106 1,530 0,794 -0,116 1,545 0,836 -131 -34 -59 -90 38 
53432088 -0,096 1,530 0,794 -0,101 1,547 0,857 -131 -33 -59 -90 38 -129.00 -36.00 -55.00 -89.00 25.00
53432204 -0,085 1,530 0,794 -0,091 1,546 0,869 -132 -34 -61 -90 38 
53432294 -0,078 1,531 0,794 -0,077 1,545 0,884 -133 -34 -61 -90 38 -129.00 -36.00 -55.00 -89.00 25.00
53432403 -0,069 1,531 0,794 -0,056 1,540 0,906 -133 -33 -61 -90 38 -129.00 -36.00 -56.00 -89.00 25.00
53432490 -0,061 1,531 0,794 -0,048 1,537 0,915 -133 -33 -61 -90 38 -130.00 -36.00 -57.00 -89.00 25.00
53432621 -0,052 1,532 0,794 -0,033 1,533 0,926 -134 -33 -61 -90 38 -130.00 -36.00 -57.00 -89.00 25.00
53432679 -0,046 1,532 0,794 -0,030 1,532 0,928 -134 -33 -61 -90 38 
53432803 -0,041 1,532 0,794 -0,014 1,527 0,934 -133 -33 -61 -90 38 -132.00 -36.00 -58.00 -89.00 25.00
53432897 -0,041 1,532 0,794 -0,007 1,524 0,933 -133 -33 -60 -90 38 
53432979 -0,041 1,532 0,794 -0,005 1,523 0,932 -133 -33 -60 -90 38 
53433085 -0,041 1,532 0,794 0,004 1,517 0,924 -132 -33 -60 -90 38 -133.00 -36.00 -59.00 -89.00 25.00
53433206 -0,041 1,532 0,794 0,005 1,516 0,922 -133 -33 -61 -90 38 
53433273 -0,041 1,532 0,794 0,006 1,515 0,919 -133 -33 -61 -90 38 -133.00 -36.00 -58.00 -89.00 25.00
53433406 -0,041 1,532 0,794 0,012 1,507 0,901 -133 -33 -61 -90 38 -132.00 -36.00 -58.00 -89.00 25.00
53433509 -0,041 1,532 0,794 0,014 1,501 0,884 -133 -32 -61 -90 38 -132.00 -36.00 -58.00 -89.00 25.00
53433614 -0,041 1,532 0,794 0,014 1,498 0,877 -134 -33 -61 -90 38 
53433704 -0,041 1,532 0,794 0,014 1,495 0,867 -134 -32 -61 -90 38 
53433795 -0,041 1,532 0,794 0,012 1,492 0,858 -134 -32 -61 -90 38 
53433885 -0,041 1,532 0,794 0,010 1,488 0,850 -134 -32 -61 -90 38 
53433976 -0,041 1,532 0,794 0,009 1,485 0,844 -135 -32 -61 -90 38 -133.00 -36.00 -58.00 -89.00 25.00
53434102 -0,041 1,532 0,794 0,007 1,482 0,838 -135 -32 -61 -90 38 -133.00 -36.00 -58.00 -89.00 25.00
53434185 -0,041 1,532 0,794 0,007 1,479 0,834 -135 -32 -61 -90 38 -133.00 -36.00 -59.00 -89.00 25.00
53434289 -0,041 1,532 0,794 0,006 1,477 0,832 -135 -31 -62 -90 38 
53434373 -0,041 1,532 0,794 0,006 1,475 0,832 -135 -31 -61 -90 38 
53434488 -0,041 1,532 0,794 0,007 1,472 0,834 -135 -31 -61 -90 38 -134.00 -35.00 -59.00 -89.00 25.00
53434592 -0,041 1,532 0,794 0,009 1,472 0,839 -135 -31 -61 -90 38 -134.00 -35.00 -59.00 -89.00 25.00
53434703 -0,041 1,532 0,794 0,011 1,471 0,846 -135 -31 -61 -90 38 -134.00 -35.00 -59.00 -89.00 25.00
53434812 -0,041 1,532 0,794 0,014 1,472 0,854 -135 -31 -61 -90 38 
53434906 -0,041 1,532 0,794 0,018 1,474 0,863 -135 -31 -61 -90 38 
53434998 -0,041 1,532 0,794 0,022 1,476 0,874 -135 -31 -61 -90 38 
53435078 -0,041 1,532 0,794 0,027 1,477 0,885 -134 -31 -61 -90 38 
53435195 -0,041 1,532 0,794 0,033 1,480 0,896 -134 -31 -60 -90 38 
53435294 -0,041 1,532 0,794 0,039 1,482 0,906 -133 -31 -60 -90 38 -134.00 -35.00 -59.00 -89.00 25.00
53435375 -0,041 1,532 0,794 0,043 1,484 0,912 -133 -31 -59 -90 38 
53435458 -0,041 1,532 0,794 0,047 1,485 0,919 -132 -31 -59 -90 38 
53435579 -0,041 1,532 0,794 0,056 1,490 0,935 -132 -31 -59 -90 38 -133.00 -35.00 -58.00 -89.00 25.00
53435674 -0,041 1,532 0,794 0,061 1,492 0,943 -132 -31 -58 -90 38 -133.00 -35.00 -58.00 -89.00 25.00
53435783 -0,032 1,533 0,794 0,065 1,494 0,950 -131 -31 -58 -90 38 
53435886 -0,024 1,533 0,794 0,068 1,495 0,955 -131 -31 -58 -90 38 
53435990 -0,016 1,533 0,794 0,069 1,495 0,960 -131 -31 -57 -90 38 -132.00 -35.00 -57.00 -89.00 25.00
53436084 -0,008 1,534 0,794 0,069 1,496 0,964 -130 -32 -57 -90 38 
53436206 0,002 1,534 0,790 0,067 1,496 0,966 -131 -31 -57 -90 38 
53436296 0,009 1,534 0,785 0,064 1,498 0,967 -131 -31 -57 -90 38 -131.00 -35.00 -56.00 -89.00 25.00
53436375 0,016 1,535 0,781 0,061 1,499 0,967 -131 -32 -58 -90 38 -130.00 -35.00 -55.00 -89.00 25.00
53436507 0,027 1,535 0,773 0,054 1,503 0,965 -131 -31 -58 -90 38 -130.00 -35.00 -55.00 -89.00 25.00
53436608 0,035 1,536 0,767 0,044 1,509 0,960 -132 -31 -58 -90 38 -130.00 -35.00 -55.00 -89.00 25.00
53436689 0,043 1,536 0,762 0,034 1,513 0,955 -132 -31 -58 -90 38 -130.00 -35.00 -55.00 -89.00 25.00
53436781 0,050 1,536 0,756 0,026 1,517 0,951 -132 -31 -58 -90 38 
53436889 0,058 1,537 0,750 0,014 1,522 0,943 -133 -31 -59 -90 38 
53437000 0,069 1,537 0,742 -0,003 1,527 0,931 -133 -31 -59 -90 38 
53437106 0,079 1,538 0,734 -0,015 1,530 0,920 -133 -31 -59 -90 38 -131.00 -35.00 -55.00 -89.00 25.00
53437192 0,088 1,538 0,728 -0,029 1,531 0,908 -134 -31 -60 -90 38 
53437276 0,096 1,538 0,722 -0,037 1,532 0,899 -135 -31 -60 -90 38 
53437403 0,107 1,539 0,714 -0,053 1,533 0,877 -135 -30 -60 -90 38 -132.00 -35.00 -56.00 -89.00 25.00
53437505 0,115 1,539 0,707 -0,062 1,531 0,862 -135 -30 -61 -90 38 -133.00 -35.00 -56.00 -89.00 25.00
